X,Y,OBJECTID,stop_id,stop_name,stop_desc,stop_lat,stop_lon,POINT_X,POINT_Y,trip_id,stop_sequence,Time_Hour,offset,Notes,Trash,Sign,MPH,time_point,Arrive,Depart,Jurisdiction,Pullout,trip_direction,location_type,STOPTYPE,ROTATION
-108.567122352,39.0643178940001,456,S375,Pitkin Ave east of 3rd Street,No,39.06431789,-108.56712235,710489.43396881,4326731.23864086,RT5,36,:55 - :05,S, ,No,Yes,35,No,,,City,No,In,0,Intermediate,0
-108.56813378,39.065451039,457,S374,Ute Ave west of 3rd Street,No,39.06545104,-108.56813378,710398.54941342,4326854.66704467,RT11,2,:15 - :25,N, ,No,Yes,30,No,,,City,No,Out,0,Intermediate,0
-108.567122352,39.0643178940001,458,S375,Pitkin Ave east of 3rd Street,No,39.06431789,-108.56712235,710489.43396881,4326731.23864086,RT11,28,:55 - :05,S, ,No,Yes,35,No,,,City,No,In,0,Intermediate,0
-108.534452542,39.0846941890001,459,S128,Orchard Ave east of 26th Street (Rocket Park),No,39.08469419,-108.53445254,713254.96009178,4329069.0813622,RT3,40,:55 - :05,N,,No,Yes,40,No,,,City,No,In,0,Intermediate,0
-108.535164843,39.084511048,460,S132,Orchard Ave west of 26th Street (Rocket Park),No,39.08451105,-108.53516484,713193.89410208,4329047.08125615,RT3,12,:25 - :35,S,,No,Yes,40,No,,,City,No,Out,0,Intermediate,0
-108.552493626,39.0439007530001,461,S294,27 Road south of B 3/4 Road (Orchard Mesa Maverick) ,No,39.04390075,-108.55249363,711816.28090726,4324499.0698065,RT6,40,:55 - :05,W,,No,Yes,25,No,,,City,No,In,0,Intermediate,90
-108.5710749,39.0681487190001,462,S513,1st Street south of Rood,Bench/Shelter,39.06814872,-108.5710749,710136.05534653,4327147.28359641,RT5,34,:55 - :05,,,Yes,Yes,25,No,,,City/CDOT,No,In,0,Intermediate,-90
-108.5710749,39.0681487190001,463,S513,1st Street south of Rood,Bench/Shelter,39.06814872,-108.5710749,710136.05534653,4327147.28359641,RT11,26,:55 - :05,,,Yes,Yes,25,No,,,City,No,In,0,Intermediate,-90
-108.579414174,39.0748990050001,464,S514,American Way east of Base Rock Street,No,39.07489901,-108.57941417,709394.53947191,4327877.26127681,RT11,9,:25 - :35,N,,,Yes,25,No,,,City,No,Out,0,Intermediate,
-108.579424,39.074723405,465,S515,American Way east of Base Rock Street,No,39.0747234,-108.579424,709394.2087777,4327857.74816772,RT11,22,:55 - :05,S,,,Yes,25,No,,,City,No,In,0,Intermediate,
-108.514253586,39.084690505,466,S85,Orchard Avenue east of 29 Road,Bench,39.0846905,-108.51425359,715002.28491346,4329116.30153641,RT6,24,:35 - :45,N,Mesa County owns the bench: basic concrete without a pad or back rest, ,Yes,35,No,,,City, ,In,0,Intermediate,0
-108.459570557,39.064573076,467,S516,32 Road south of Candlewood,No,39.06457308,-108.45957056,719795.12423739,4327014.26098664,RT10,15,:55 - :05,SE,,No,Yes,45,No,,,County,No,Out,0,Intermedaiate,90
